city,district,neighborhood,square_meter,gold_gr,type,total_gold
İstanbul,Büyükçekmece,Pınartepe Mah.,994.0,3.432273129861564,1,3411.6794910823946
İstanbul,Gaziosmanpaşa,Mevlana Mah.,1670.0,43.21565453927492,1,72170.14308058911
İstanbul,Fatih,Hırka-i Şerif Mah.,317.0,21.524791741844762,3,6823.358982164789
İstanbul,Çekmeköy,Ömerli Mah.,600.0,6.998316904784399,3,4198.99014287064
İstanbul,Büyükçekmece,Kamiloba Mah.,792.0,3.6449567212418748,3,2886.8057232235647
İstanbul,Beykoz,Merkez Mah.,263.0,2.245182467076744,1,590.4829888411837
İstanbul,Beyoğlu,Bülbül Mah.,97.0,59.52176748914567,3,5773.611446447129
İstanbul,Arnavutköy,Baklalı Mah.,750.0,1.04974753571766,2,787.310651788245
İstanbul,Şile,İsaköy Mah.,891.0,0.5047768755721993,2,449.75619613482957
İstanbul,Silivri,İsmetpaşa Mah.,1193.0,1.5948595209457321,3,1902.6674084882584
İstanbul,Pendik,Kurtdoğmuş Mah.,960.0,1.2301728934191327,2,1180.9659776823673
İstanbul,Şile,Göçe Mah.,210.0,2.1244890603809785,0,446.14270268000547
İstanbul,Şile,Kadıköy Mah.,12591.0,0.4168642426009292,2,5248.7376785883
İstanbul,Kadıköy,Caferağa Mah.,45.0,43.73948065490249,3,1968.2766294706123
İstanbul,Çatalca,Atatürk Mah.,5568.0,0.44776407998014406,2,2493.150397329442
İstanbul,Arnavutköy,Terkos Mah.,1500.0,3.1492426071529795,3,4723.863910729469
İstanbul,Beykoz,Görele Mah.,1111.0,9.153401667205067,3,10169.429252264828
İstanbul,Çatalca,Dağyenice Mah.,19541.0,1.248995967731211,2,24406.630205435595
İstanbul,Çatalca,Çanakça Mah.,854.0,1.3828641424852077,2,1180.9659776823673
İstanbul,Küçükçekmece,Yarımburgaz Mah.,750.0,5.511174562517715,1,4133.380921888286
İstanbul,Beykoz,Riva Mah.,704.0,7.455593293449288,3,5248.737678588299
İstanbul,Çatalca,Oklalı Mah.,8900.0,1.4743645164573875,2,13121.844196470749
İstanbul,Çatalca,İnceğiz Mah.,12800.0,1.4967103536599449,0,19157.892526847296
İstanbul,Silivri,İsmetpaşa Mah.,693.0,1.514787208827792,3,1049.74753571766
İstanbul,Çatalca,Çiftlikköy Mah.,350.0,0.5848593413284104,2,204.70076946494365
İstanbul,Çatalca,Fatih Mah.,760.0,0.7251545476996992,2,551.1174562517714
İstanbul,Pendik,Sülüntepe Mah.,72.0,8.383400458856311,3,603.6048330376544
İstanbul,Büyükçekmece,Kamiloba Mah.,333.0,1.0008854131842553,2,333.294842590357
İstanbul,Kağıthane,Yahya Kemal Mah.,12.0,38.272045573039684,3,459.2645468764762
İstanbul,Pendik,Dumlupınar Mah.,196.0,10.711709548139387,3,2099.49507143532
İstanbul,Silivri,Beyciler Mah.,285.0,0.7827064959298342,2,223.07135134000276
İstanbul,Şile,Alacalı Mah.,737.0,4.807188511597153,3,3542.897933047102
İstanbul,Beylikdüzü,Dereağzı Mah.,1143.0,7.347314335731653,3,8397.98028574128
İstanbul,Silivri,Fevzipaşa Mah.,2250.0,1.2247054583372698,2,2755.5872812588573
İstanbul,Büyükçekmece,Kamiloba Mah.,442.0,4.720301419092419,3,2086.373227238849
İstanbul,Arnavutköy,Nenehatun Mah.,350.0,8.248016352067328,3,2886.8057232235647
İstanbul,Şile,Bozgoca Mah.,1396.0,2.161908427785295,3,3018.024165188272
İstanbul,Küçükçekmece,Sultan Murat Mah.,147.0,17.406528015726504,3,2558.759618311796
İstanbul,Arnavutköy,Tayakadın Mah.,13720.0,3.1492426071529795,2,43207.60857013888
İstanbul,Silivri,Kadıköy Mah.,1050.0,0.7498196683697571,2,787.310651788245
İstanbul,Çatalca,Çanakça Mah.,670.0,1.171173556640225,2,784.6862829489507
İstanbul,Sultanbeyli,Adil Mah.,267.0,6.364340162707722,3,1699.2788234429618
İstanbul,Silivri,Büyük Çavuşlu Mah.,1000.0,2.1782261366141444,3,2178.2261366141443
İstanbul,Çatalca,Kaleiçi Mah.,1214.0,5.72864697210008,3,6954.577424129497
İstanbul,Kadıköy,Eğitim Mah.,106.0,31.789524430695174,3,3369.6895896536885
İstanbul,Bağcılar,Kirazlı Mah.,146.0,30.557719361644207,3,4461.427026800055
İstanbul,Şile,Çavuş Mah.,402.0,5.549038590547331,3,2230.7135134000273
İstanbul,Silivri,Selimpaşa Mah.,1270.0,2.1697537647707534,3,2755.587281258857
İstanbul,Pendik,Ramazanoğlu Mah.,246.0,8.26782866037791,1,2033.885850452966
İstanbul,Silivri,Selimpaşa Mah.,370.0,10.63933313227358,1,3936.553258941224
İstanbul,Arnavutköy,Baklalı Mah.,1000.0,1.7058397455411973,1,1705.8397455411973
İstanbul,Şile,Kumbaba Mah.,225.0,10.205878819477249,3,2296.322734382381
İstanbul,Büyükçekmece,Celaliye Mah.,4500.0,4.95714114088895,3,22307.135134000277
İstanbul,Fatih,Hobyar Mah.,262.0,235.39186153974242,1,61672.667723412516
İstanbul,Çatalca,İzzettin Mah.,286.0,1.9269841127684315,3,551.1174562517714
İstanbul,Silivri,Sancaktepe Mah.,500.0,2.230713513400027,3,1115.3567567000136
