,city,district,neighborhood,square_meter,gold_gr,type,total_gold
737,İstanbul,Arnavutköy,Sazlıbosna Mah.,528.0,0.9195231728587456,1,485.50823526941775
738,İstanbul,Çatalca,Kalfa Mah.,400.0,1.6074259140676668,2,642.9703656270667
740,İstanbul,Silivri,Fener Mah.,615.0,0.7040989568837963,2,433.0208584835347
742,İstanbul,Silivri,Bekirli Mah.,1838.0,0.7924508736715197,2,1456.5247058082532
744,İstanbul,Çatalca,İzzettin Mah.,1841.0,1.3114716633083203,2,2414.4193321506177
745,İstanbul,Büyükçekmece,Kamiloba Mah.,2150.0,3.4177826744295903,3,7348.232750023619
746,İstanbul,Büyükçekmece,Karaağaç Mah.,345.0,1.8636822192088889,3,642.9703656270667
747,İstanbul,Arnavutköy,Yunus Emre Mah.,118.0,4.892891056311126,3,577.3611446447129
750,İstanbul,Fatih,Yedikule Mah.,200.0,12.465751986647213,3,2493.150397329442
751,İstanbul,Şile,Çavuş Mah.,407.0,9.027312960716976,3,3674.1163750118094
752,İstanbul,Silivri,Büyük Çavuşlu Mah.,999.0,2.193541522332948,3,2191.347980810616
753,İstanbul,Beykoz,Baklacı Mah.,497.0,9.76877736960599,3,4855.082352694177
754,İstanbul,Büyükçekmece,Güzelce Mah.,245.0,4.01689108055227,2,984.1383147353062
755,İstanbul,Çatalca,Kestanelik Mah.,1000.0,4.1333809218882855,3,4133.380921888285
757,İstanbul,Çatalca,Kalfa Mah.,591.0,1.7762225646660912,2,1049.74753571766
758,İstanbul,Şile,Bucaklı Mah.,578.0,2.0431937330144763,3,1180.965977682367
759,İstanbul,Şile,Bozgoca Mah.,889.0,2.2878356023092983,3,2033.8858504529665
762,İstanbul,Büyükçekmece,Bahçelievler Mah.,461.0,6.831328865841604,3,3149.2426071529794
763,İstanbul,Beykoz,Tokatköy Mah.,160.0,3.690518680257398,0,590.4829888411837
764,İstanbul,Arnavutköy,Yeşilbayır Mah.,1036.0,0.8612793488030993,1,892.2854053600109
765,İstanbul,Şile,Şuayipli Mah.,1350.0,0.9185290937529524,0,1240.0142765664857
767,İstanbul,Beykoz,Riva Mah.,480.0,8.7478961309805,3,4198.99014287064
770,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mah.,220.0,7.1573695617113176,3,1574.62130357649
771,İstanbul,Çatalca,Çiftlikköy Mah.,265.0,0.9408114706903556,2,249.31503973294423
773,İstanbul,Sancaktepe,Paşaköy Mah.,3250.0,3.2299924175928,3,10497.4753571766
775,İstanbul,Üsküdar,Yavuztürk Mah.,50.0,5.2487376785883,3,262.436883929415
776,İstanbul,Beykoz,Fatih Mah.,252.0,6.248497236414642,3,1574.6213035764897
777,İstanbul,Sarıyer,Gümüşdere Mah.,1410.0,3.071069918322941,2,4330.208584835346
778,İstanbul,Ataşehir,Ferhatpaşa Mah.,488.0,11.80428197182512,3,5760.489602250658
779,İstanbul,Şile,Çavuş Mah.,503.0,4.591341110494735,3,2309.444578578852
780,İstanbul,Şile,Kurfallı Mah.,1183.0,1.0981086859261235,2,1299.062575450604
783,İstanbul,Arnavutköy,Tayakadın Mah.,279.0,2.6243688392941498,3,732.1989061630678
784,İstanbul,Çatalca,Yazlık Mah.,718.0,0.4568887255038562,2,328.04610491176874
785,İstanbul,Çatalca,Atatürk Mah.,273.0,0.9565007308050106,2,261.1246995097679
789,İstanbul,Şile,Yazımanayır Mah.,1081.0,0.6797625115655522,0,734.8232750023619
790,İstanbul,Silivri,Seymen Mah.,900.0,0.2478570570444474,2,223.0713513400027
791,İstanbul,Arnavutköy,İmrahor Mah.,90.0,4.31562875795038,3,388.4065882155342
792,İstanbul,Maltepe,Esenkent Mah.,289.0,14.075334605210838,3,4067.771700905932
794,İstanbul,Sultanbeyli,Hamidiye Mah.,570.0,6.676025994695643,3,3805.334816976517
796,İstanbul,Silivri,Fener Mah.,615.0,0.6358226943980949,0,391.0309570548284
799,İstanbul,Çatalca,Çiftlikköy Mah.,330.0,1.5905265692691817,2,524.87376785883
800,İstanbul,Büyükçekmece,Kumburgaz Mah.,500.0,5.2487376785883,3,2624.36883929415
801,İstanbul,Şile,Karacaköy Mah.,3393.0,1.1215251449975,2,3805.334816976517
804,İstanbul,Beykoz,Görele Mah.,1271.0,6.607380240551754,3,8397.98028574128
806,İstanbul,Çekmeköy,Koçullu Mah.,89.0,3.907065968612077,2,347.7288712064749
808,İstanbul,Sarıyer,Gümüşdere Mah.,213.0,3.9427137491743096,2,839.7980285741279
809,İstanbul,Arnavutköy,Ömerli Mah.,634.0,0.6623012843644542,3,419.899014287064
810,İstanbul,Silivri,Selimpaşa Mah.,1250.0,8.817879300028343,3,11022.34912503543
811,İstanbul,Çatalca,Elbasan Mah.,2857.0,1.3273409075183922,1,3792.212972780047
812,İstanbul,Çatalca,Atatürk Mah.,1550.0,2.201083542633804,2,3411.679491082395
813,İstanbul,Çatalca,Çiftlikköy Mah.,422.0,2.0211371392668216,2,852.9198727705987
814,İstanbul,Arnavutköy,Arnavutköy Merkez Mah.,760.0,15.867072127048182,1,12058.974816556618
815,İstanbul,Silivri,Cumhuriyet Mah.,727.0,4.873312149996014,3,3542.8979330471025
818,İstanbul,Fatih,Zeyrek Mah.,156.0,0.504686315248875,3,78.7310651788245
819,İstanbul,Büyükçekmece,Türkoba Mah.,250.0,1.7320834339341389,3,433.0208584835347
820,İstanbul,Büyükçekmece,Karaağaç Mah.,270.0,1.7981786491459917,2,485.5082352694177
821,İstanbul,Çatalca,Karamandere Mah.,400.0,2.296322734382381,2,918.5290937529523
822,İstanbul,Ataşehir,Esatpaşa Mah.,174.0,16.062947206024536,3,2794.952813848269
823,İstanbul,Silivri,Sancaktepe Mah.,227.0,1.0404986587509846,2,236.1931955364735
824,İstanbul,Beykoz,Örnekköy Mah.,950.0,5.179675340712137,3,4920.69157367653
825,İstanbul,Şile,İmrendere Mah.,1337.0,2.230811657335677,1,2982.595185857801
826,İstanbul,Sancaktepe,Veysel Karani Mah.,218.0,7.824952961198153,3,1705.839745541197
828,İstanbul,Silivri,Fevzipaşa Mah.,2430.0,0.3779955118324907,2,918.5290937529526
829,İstanbul,Silivri,İsmetpaşa Mah.,650.0,0.3835615995891449,2,249.3150397329442
830,İstanbul,Çatalca,Çakıl Mah.,503.0,2.321757720647906,2,1167.8441334858967
831,İstanbul,Şile,Hasanlı Mah.,410.0,2.2083103647719065,1,905.4072495564816
832,İstanbul,Şile,İmrenli Mah.,2412.0,3.155335669134757,3,7610.669633953034
833,İstanbul,Şile,Göçe Mah.,120.0,1.2356403285009954,2,148.27683942011944
834,İstanbul,Şile,Göçe Mah.,619.0,0.5051918495023594,2,312.71375484196045
835,İstanbul,Sultangazi,Cebeci Mah.,648.0,1.012487978122743,2,656.0922098235375
837,İstanbul,Büyükçekmece,Fatih Mah.,670.0,5.875452625285409,3,3936.553258941224
838,İstanbul,Şile,Teke Mah.,218.0,2.7086375634916684,2,590.4829888411837
839,İstanbul,Sultanbeyli,Ahmet Yesevi Mah.,240.0,8.04806444050206,3,1931.5354657204944
840,İstanbul,Silivri,İsmetpaşa Mah.,1226.0,0.5565545662450889,2,682.335898216479
841,İstanbul,Arnavutköy,Yeniköy Mah.,302.0,1.91179186968448,2,577.3611446447129
843,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mah.,200.0,12.137705881735442,3,2427.5411763470884
844,İstanbul,Çatalca,Belgrat Mah.,250.0,1.595616254290843,0,398.9040635727108
845,İstanbul,Çatalca,Nakkaş Mah.,2000.0,0.3936553258941224,2,787.3106517882449
846,İstanbul,Arnavutköy,Çilingir Mah.,445.0,1.887186581065456,2,839.7980285741278
847,İstanbul,Sarıyer,Gümüşdere Mah.,72.0,4.920691573676531,2,354.2897933047102
848,İstanbul,Arnavutköy,Yeniköy Mah.,1292.0,6.296860218120638,3,8135.543401811864
849,İstanbul,Çekmeköy,Mimar Sinan Mah.,250.0,10.4974753571766,3,2624.36883929415
851,İstanbul,Şile,Karacaköy Mah.,400.0,2.9524149442059184,3,1180.965977682367
856,İstanbul,Silivri,Balaban Mah.,200.0,2.086373227238849,3,417.2746454477698
857,İstanbul,Çatalca,Celepköy Mah.,3217.0,0.4894688540803512,2,1574.62130357649
858,İstanbul,Silivri,Bekirli Mah.,2756.0,0.6427608731943218,2,1771.448966523551
859,İstanbul,Ümraniye,Tepeüstü Mah.,248.0,11.1112390373341,1,2755.5872812588573
860,İstanbul,Arnavutköy,Baklalı Mah.,250.0,2.09949507143532,2,524.87376785883
861,İstanbul,Arnavutköy,Yeniköy Mah.,845.0,1.863457163995846,0,1574.6213035764897
862,İstanbul,Çatalca,Gökçeali Mah.,495.0,1.5905265692691817,2,787.310651788245
863,İstanbul,Silivri,Balaban Mah.,4200.0,0.2561883866930003,2,1075.9912241106013
864,İstanbul,Arnavutköy,Taşoluk Mah.,165.0,1.6700528977326408,2,275.5587281258857
865,İstanbul,Sancaktepe,Paşaköy Mah.,1214.0,2.107709735017954,2,2558.759618311796
866,İstanbul,Beykoz,Tokatköy Mah.,333.0,7.092888754849053,1,2361.9319553647347
867,İstanbul,Sarıyer,Maden Mah.,1110.0,1.1762373851791348,3,1305.6234975488396
868,İstanbul,Şile,Çayırbaşı Mah.,1916.0,4.691264757088968,3,8988.463274582462
870,İstanbul,Şile,Kızılca Mah.,1820.0,1.5717373817750675,1,2860.562034830624
871,İstanbul,Şile,Ağva Merkez Mah.,194.0,5.059350236577381,3,981.513945896012
874,İstanbul,Çatalca,Yazlık Mah.,871.0,1.1298947356318096,2,984.1383147353062
875,İstanbul,Silivri,Gümüşyaka Mah.,306.0,3.001729064552132,3,918.5290937529523
877,İstanbul,Beykoz,Riva Mah.,707.0,5.753566762243185,3,4067.771700905932
878,İstanbul,Arnavutköy,Boyalık Mah.,350.0,1.237202452810099,2,433.0208584835348
879,İstanbul,Tuzla,Tepeören Mah.,1010.0,1.6889502431100962,2,1705.839745541197
880,İstanbul,Avcılar,Firuzköy Mah.,1300.0,3.1290551545430247,1,4067.771700905932
882,İstanbul,Arnavutköy,Anadolu Mah.,162.0,8.018904786732124,3,1299.062575450604
884,İstanbul,Arnavutköy,Baklalı Mah.,1580.0,0.6428042663334405,2,1015.630740806836
886,İstanbul,Küçükçekmece,Yarımburgaz Mah.,220.0,6.560922098235374,3,1443.4028616117823
887,İstanbul,Ataşehir,Ferhatpaşa Mah.,354.0,10.008186251545483,3,3542.8979330471016
888,İstanbul,Çatalca,Kabakça Mah.,200.0,0.5235615834391829,2,104.71231668783658
889,İstanbul,Büyükçekmece,Kumburgaz Mah.,501.0,5.762087271903322,3,2886.8057232235647
890,İstanbul,Arnavutköy,Tayakadın Mah.,637.0,1.606756432220908,2,1023.5038473247184
892,İstanbul,Sarıyer,Gümüşdere Mah.,123.0,4.267266405356341,2,524.8737678588299
894,İstanbul,Büyükçekmece,Kamiloba Mah.,655.0,5.709504726708646,3,3739.725595994163
895,İstanbul,Şile,Göçe Mah.,636.0,0.6365035246759003,2,404.8162416938726
897,İstanbul,Silivri,Gümüşyaka Mah.,331.0,2.5767971987027147,3,852.9198727705985
898,İstanbul,Şile,Kurfallı Mah.,879.0,1.7615217465114317,2,1548.3776151835484
899,İstanbul,Şile,Göksu Mah.,450.0,0.4373948065490249,2,196.82766294706124
902,İstanbul,Çatalca,İzzettin Mah.,600.0,2.186974032745125,0,1312.184419647075
905,İstanbul,Sancaktepe,Eyüp Sultan Mah.,189.0,8.678468383909227,3,1640.230524558844
906,İstanbul,Şile,Geredeli Mah.,678.0,1.27734766514317,2,866.0417169670693
907,İstanbul,Arnavutköy,Dursunköy Mah.,300.0,0.8660417169670694,3,259.8125150901208
908,İstanbul,Silivri,Ortaköy Mah.,1012.0,2.5932498411997527,3,2624.36883929415
910,İstanbul,Başakşehir,Şahintepe Mah.,161.0,5.705149650639456,3,918.5290937529523
912,İstanbul,Silivri,Gümüşyaka Mah.,256.0,0.768858058386958,2,196.82766294706124
913,İstanbul,Arnavutköy,Yeniköy Mah.,606.0,3.85427106761022,1,2335.6882669717934
917,İstanbul,Ataşehir,Ferhatpaşa Mah.,405.0,12.830247658771398,3,5196.250301802416
918,İstanbul,Arnavutköy,Dursunköy Mah.,270.0,1.1663861507973998,2,314.924260715298
919,İstanbul,Çatalca,İnceğiz Mah.,3535.0,1.04974753571766,2,3710.857538761928
920,İstanbul,Beykoz,Çiftlik Mah.,844.0,8.706436907610923,3,7348.23275002362
921,İstanbul,Arnavutköy,Haraççı Mah.,300.0,1.5746213035764898,2,472.3863910729469
922,İstanbul,Sultanbeyli,Mehmet Akif Mah.,187.0,10.52554347310488,3,1968.2766294706123
923,İstanbul,Tuzla,Mimar Sinan Mah.,102.0,7.718731880276911,1,787.310651788245
924,İstanbul,Arnavutköy,Haraççı Mah.,95.0,2.2099948120371784,2,209.94950714353195
926,İstanbul,Şile,Yeşilvadi Mah.,1682.0,4.290733833566534,3,7217.0143080589105
929,İstanbul,Silivri,Beyciler Mah.,1042.0,0.249843943241823,2,260.33738885797965
930,İstanbul,Ümraniye,Tepeüstü Mah.,248.0,14.814985383112134,3,3674.1163750118094
931,İstanbul,Şile,Ahmetli Mah.,436.0,7.614281150704357,3,3319.8265817071
933,İstanbul,Silivri,Balaban Mah.,255.0,0.7564357242671373,3,192.89110968812005
934,İstanbul,Şile,Ulupelit Mah.,1519.0,4.060083457762509,3,6167.266772341251
935,İstanbul,Sarıyer,Gümüşdere Mah.,498.0,3.4253810151429667,2,1705.839745541197
937,İstanbul,Çatalca,Nakkaş Mah.,424.0,0.4301736658748665,0,182.39363433094343
938,İstanbul,Şile,Çavuş Mah.,880.0,5.66625090302146,3,4986.300794658885
939,İstanbul,Beykoz,Baklacı Mah.,463.0,7.368638209681198,3,3411.679491082395
940,İstanbul,Bahçelievler,Yenibosna Merkez Mah.,663.0,5.541653657634705,1,3674.1163750118094
942,İstanbul,Büyükçekmece,Murat Çeşme Mah.,1006.0,5.42613040331196,3,5458.687185731831
943,İstanbul,Çatalca,Dağyenice Mah.,2336.0,0.6740673388597987,2,1574.62130357649
944,İstanbul,Sancaktepe,Safa Mah.,170.0,7.718731880276911,3,1312.184419647075
945,İstanbul,Silivri,İsmetpaşa Mah.,1032.0,0.8137577796260929,2,839.7980285741278
947,İstanbul,Silivri,Fener Mah.,735.0,0.3142101467454219,2,230.94445785788517
948,İstanbul,Sarıyer,Maden Mah.,942.0,5.850503781865939,2,5511.174562517715
949,İstanbul,Beykoz,Riva Mah.,850.0,6.70603425758458,3,5700.129118946893
950,İstanbul,Şile,Akçakese Mah.,1970.0,1.4653836158495253,2,2886.8057232235647
952,İstanbul,Silivri,Büyük Çavuşlu Mah.,400.0,0.6560922098235374,3,262.436883929415
954,İstanbul,Beykoz,Zerzavatçı Mah.,486.0,5.264937486238263,3,2558.759618311796
955,İstanbul,Büyükçekmece,Karaağaç Mah.,38.0,2.935149359736878,1,111.53567567000135
956,İstanbul,Çatalca,Ormanlı Mah.,241.0,1.470082129895063,2,354.2897933047102
957,İstanbul,Silivri,Büyük Çavuşlu Mah.,710.0,1.922072952722476,3,1364.6717964329578
958,İstanbul,Ataşehir,Ferhatpaşa Mah.,633.0,12.852359244568506,1,8135.543401811864
959,İstanbul,Arnavutköy,Boyalık Mah.,300.0,1.1372264970274648,3,341.16794910823944
960,İstanbul,Çatalca,Ferhatpaşa Mah.,679.0,0.2898787377718133,2,196.8276629470612
963,İstanbul,Üsküdar,Mehmet Akif Ersoy Mah.,11.0,15.50763405037452,3,170.58397455411972
964,İstanbul,Beykoz,Tokatköy Mah.,315.0,3.749098341848785,0,1180.965977682367
965,İstanbul,Çatalca,Atatürk Mah.,340.0,0.6136391844820144,2,208.6373227238849
967,İstanbul,Beykoz,Elmalı Mah.,1128.0,9.53892929176065,3,10759.912241106014
968,İstanbul,Arnavutköy,Boğazköy İstiklal Mah.,103.0,6.624620371033776,3,682.335898216479
969,İstanbul,Şile,Ovacık Mah.,709.0,2.5725477338638,3,1823.936343309434
970,İstanbul,Sancaktepe,Fatih Mah.,340.0,10.806224632387677,3,3674.1163750118094
971,İstanbul,Sultanbeyli,Akşemsettin Mah.,1338.0,8.728282014094892,3,11678.441334858966
972,İstanbul,Küçükçekmece,Cumhuriyet Mah.,147.0,16.513885553381556,3,2427.541176347089
973,İstanbul,Şile,Geredeli Mah.,166.0,1.8655151990163237,2,309.6755230367097
975,İstanbul,Çatalca,Gökçeali Mah.,780.0,2.691660347994,2,2099.4950714353195
976,İstanbul,Çatalca,Ferhatpaşa Mah.,350.0,2.245709906767422,1,785.9984673685977
978,İstanbul,Çatalca,İnceğiz Mah.,3630.0,0.7048924568352055,2,2558.759618311796
979,İstanbul,Silivri,Seymen Mah.,1242.0,0.475429137553288,2,590.4829888411837
981,İstanbul,Beykoz,Ortaçeşme Mah.,280.0,4.1708719053067735,0,1167.8441334858967
982,İstanbul,Büyükçekmece,Güzelce Mah.,405.0,8.423899977981222,3,3411.679491082394
984,İstanbul,Beykoz,Baklacı Mah.,1200.0,5.467435081862812,3,6560.922098235374
985,İstanbul,Arnavutköy,Hacımaşlı Mah.,500.0,3.4116794910823947,1,1705.839745541197
986,İstanbul,Çatalca,Kaleiçi Mah.,1010.0,5.2487376785883,3,5301.225055374182
987,İstanbul,Çatalca,Gökçeali Mah.,397.0,3.503565452961963,2,1390.9154848258993
988,İstanbul,Arnavutköy,Tayakadın Mah.,300.0,2.3181924747098326,3,695.4577424129498
991,İstanbul,Çatalca,Gökçeali Mah.,972.0,1.6604802841212984,2,1613.986836165902
992,İstanbul,Arnavutköy,Yeniköy Mah.,170.0,3.164680070913533,1,537.9956120553006
993,İstanbul,Büyükçekmece,Kumburgaz Mah.,438.0,0.0052727045173033,3,2.3094445785788515
994,İstanbul,Arnavutköy,Terkos Mah.,336.0,3.397620372300461,3,1141.600445092955
997,İstanbul,Şile,Çayırbaşı Mah.,650.0,5.2487376785883,3,3411.679491082394
999,İstanbul,Silivri,Balaban Mah.,250.0,0.7610669633953034,3,190.26674084882583
1000,İstanbul,Çatalca,Atatürk Mah.,697.0,0.6777423114389483,2,472.3863910729469
1001,İstanbul,Silivri,Seymen Mah.,3786.0,0.2911344195730436,2,1102.234912503543
1003,İstanbul,Arnavutköy,Haraççı Mah.,163.0,8.211215386748567,3,1338.4281080400165
1005,İstanbul,Adalar,Burgazada Mah.,3000.0,3.4991584523922,3,10497.4753571766
1006,İstanbul,Başakşehir,Şahintepe Mah.,128.0,3.4854898646875427,3,446.1427026800055
1012,İstanbul,Şile,Göçe Mah.,590.0,1.8237139391705108,2,1075.9912241106017
1013,İstanbul,Çatalca,Atatürk Mah.,523.0,0.6021496380789636,2,314.924260715298
1015,İstanbul,Büyükçekmece,Güzelce Mah.,79.0,13.620142077349383,3,1075.9912241106017
1017,İstanbul,Arnavutköy,Mavigöl Mah.,142.0,8.31666181466456,3,1180.9659776823676
1018,İstanbul,Şile,Çelebi Mah.,523.0,1.6057323682105695,3,839.798028574128
1019,İstanbul,Çatalca,Yazlık Mah.,395.0,0.83049646813106,2,328.04610491176874
1020,İstanbul,Silivri,Selimpaşa Mah.,650.0,4.744051363339425,3,3083.633386170626
1022,İstanbul,Çatalca,Karacaköy Merkez Mah.,402.0,0.8486764903190036,0,341.16794910823944
1023,İstanbul,Beykoz,Kavacık Mah.,520.0,6.308578940610937,3,3280.4610491176877
1024,İstanbul,Kartal,Hürriyet Mah.,363.0,9.000934448818779,3,3267.3392049212166
1025,İstanbul,Arnavutköy,Yeşilbayır Mah.,1650.0,4.612527050880627,1,7610.669633953034
1027,İstanbul,Şile,İsaköy Mah.,176.0,2.0502881556985546,2,360.8507154029456
1028,İstanbul,Başakşehir,Şahintepe Mah.,150.0,4.811342872039274,3,721.7014308058912
1029,İstanbul,Şile,Ağaçdere Mah.,1795.0,1.2939088706269206,3,2322.5664227753223
1031,İstanbul,Silivri,Ortaköy Mah.,1617.0,3.570569849379796,3,5773.611446447129
1032,İstanbul,Beykoz,Çengeldere Mah.,962.0,8.593307529913275,3,8266.76184377657
1033,İstanbul,Çatalca,Çiftlikköy Mah.,200.0,1.04974753571766,3,209.949507143532
1034,İstanbul,Şile,Balibey Mah.,360.0,9.80493358014064,3,3529.776088850631
1036,İstanbul,Çatalca,Çiftlikköy Mah.,1251.0,1.195755586249133,2,1495.8902383976654
1037,İstanbul,Çatalca,Elbasan Mah.,727.0,1.0649089512954253,2,774.1888075917742
1038,İstanbul,Çatalca,Örcünlü Mah.,1310.0,1.2020009950965571,2,1574.6213035764897
1039,İstanbul,Şile,Çavuş Mah.,434.0,7.709839332027744,3,3346.070270100041
1040,İstanbul,Beykoz,Görele Mah.,1153.0,7.852621418529763,3,9054.072495564817
1041,İstanbul,Sultangazi,Yayla Mah.,375.0,4.02403222025103,3,1509.0120825941362
1045,İstanbul,Silivri,Balaban Mah.,154.0,2.556203414896899,3,393.6553258941225
1048,İstanbul,Çatalca,Kaleiçi Mah.,436.0,2.5581576988532424,1,1115.3567567000136
1049,İstanbul,Ümraniye,Esenşehir Mah.,205.0,8.961259451248315,3,1837.0581875059047
1050,İstanbul,Eyüpsultan,Nişancı Mah.,577.0,1.409972859932732,2,813.5543401811865
1051,İstanbul,Tuzla,İçmeler Mah.,225.0,9.039492668679848,3,2033.885850452966
1055,İstanbul,Avcılar,Firuzköy Mah.,596.0,6.010509170531065,3,3582.2634656365144
1056,İstanbul,Şile,Kabakoz Mah.,1010.0,3.897577484100223,3,3936.553258941225
1058,İstanbul,Arnavutköy,Yeniköy Mah.,280.0,2.108867817289941,2,590.4829888411837
1060,İstanbul,Arnavutköy,İslambey Mah.,269.0,6.33653368446673,3,1704.5275611215502
1061,İstanbul,Silivri,Mimar Sinan Mah.,309.0,2.547930911936068,3,787.3106517882449
1062,İstanbul,Başakşehir,Şahintepe Mah.,131.0,6.651072172867616,3,871.2904546456577
1063,İstanbul,Silivri,Büyük Sinekli Mah.,666.0,0.4728592503232702,2,314.924260715298
1064,İstanbul,Silivri,Akören Mah.,248.0,0.4497406277016184,2,111.53567567000135
1065,İstanbul,Silivri,Akören Mah.,4378.0,1.1089726707844167,2,4855.082352694177
1066,İstanbul,Çatalca,Örencik Mah.,407.0,1.612020171556603,0,656.0922098235374
1067,İstanbul,Silivri,Kadıköy Mah.,1000.0,1.915789252684729,2,1915.7892526847293
1068,İstanbul,Çatalca,Ferhatpaşa Mah.,350.0,2.245709906767422,1,785.9984673685977
1069,İstanbul,Büyükçekmece,Güzelce Mah.,540.0,7.775907671982666,1,4198.99014287064
1071,İstanbul,Sarıyer,Gümüşdere Mah.,180.0,4.009452393366062,2,721.7014308058912
1072,İstanbul,Silivri,Sancaktepe Mah.,553.0,2.0169199940325746,3,1115.3567567000136
1076,İstanbul,Silivri,Selimpaşa Mah.,1000.0,2.886805723223565,3,2886.8057232235647
1077,İstanbul,Silivri,Sancaktepe Mah.,759.0,1.192894926951886,3,905.4072495564816
1078,İstanbul,Silivri,İsmetpaşa Mah.,246.0,0.3680517274619844,2,90.54072495564816
1079,İstanbul,Silivri,Gümüşyaka Mah.,800.0,0.7709083465426565,2,616.7266772341252
1081,İstanbul,Beykoz,Anadolu Hisarı Mah.,110.0,4.771579707807544,3,524.8737678588299
1083,İstanbul,Silivri,Balaban Mah.,251.0,0.8887304834263057,3,223.07135134000276
1084,İstanbul,Büyükçekmece,Karaağaç Mah.,298.0,1.320991026490344,1,393.6553258941225
1085,İstanbul,Çatalca,Çanakça Mah.,981.0,1.9395182553397128,2,1902.6674084882584
1087,İstanbul,Arnavutköy,Hadımköy Mah.,1050.0,3.749098341848785,3,3936.5532589412246
1089,İstanbul,Bahçelievler,Yenibosna Merkez Mah.,233.0,11.82655485518823,3,2755.5872812588573
1090,İstanbul,Çatalca,Kabakça Mah.,954.0,1.8981284057787875,2,1810.8144991129632
1091,İstanbul,Arnavutköy,Çilingir Mah.,250.0,2.256957201792969,2,564.2393004482423
1093,İstanbul,Büyükçekmece,Karaağaç Mah.,690.0,2.7574889978090704,3,1902.6674084882584
1094,İstanbul,Silivri,Kadıköy Mah.,1570.0,0.5850503781865938,2,918.5290937529522
1095,İstanbul,Esenyurt,Güzelyurt Mah.,180.0,12.465751986647213,3,2243.835357596498
1096,İstanbul,Sancaktepe,Hilal Mah.,286.0,5.689191190078226,3,1627.1086803623728
1097,İstanbul,Sarıyer,Rumeli Kavağı Mah.,1432.0,3.2987876471574507,1,4723.863910729469
1098,İstanbul,Çatalca,Karacaköy Merkez Mah.,1965.0,0.420700348283795,2,826.6761843776571
1099,İstanbul,Silivri,Gazitepe Mah.,553.0,0.8684810037363229,2,480.26999506618654
1100,İstanbul,Silivri,Fevzipaşa Mah.,1521.0,2.8469484449936533,3,4330.208584835346
1101,İstanbul,Arnavutköy,Yassıören Mah.,195.0,2.0187452609955,1,393.6553258941225
1102,İstanbul,Silivri,Akören Mah.,420.0,0.3280461049117687,2,137.77936406294288
1104,İstanbul,Silivri,İsmetpaşa Mah.,250.0,0.4461427026800054,2,111.53567567000135
1105,İstanbul,Silivri,Fevzipaşa Mah.,1356.0,0.2128912775238617,2,288.68057232235645
1106,İstanbul,Beykoz,Baklacı Mah.,430.0,5.798024179835912,3,2493.150397329442
1107,İstanbul,Çatalca,Subaşı Mah.,2746.0,1.2902031802793523,2,3542.897933047102
1108,İstanbul,Çatalca,Atatürk Mah.,319.0,1.110626311300032,2,354.28979330471026
1109,İstanbul,Çatalca,Çiftlikköy Mah.,860.0,1.0833150441272363,2,931.6509379494232
1110,İstanbul,Silivri,Balaban Mah.,301.0,1.0898541691420889,3,328.0461049117687
1111,İstanbul,Arnavutköy,Taşoluk Mah.,1026.0,8.185165970508068,3,8397.980285741278
1112,İstanbul,Silivri,Kadıköy Mah.,294.0,1.115803077931186,2,328.0461049117687
1113,İstanbul,Şile,Değirmençayırı Mah.,3168.0,0.2936675358364192,2,930.338753529776
1115,İstanbul,Arnavutköy,Yavuz Selim Mah.,296.0,3.9010888151669794,3,1154.7222892894258
1116,İstanbul,Şile,Geredeli Mah.,700.0,2.249459005109271,3,1574.6213035764897
1117,İstanbul,Tuzla,Anadolu Mah.,169.0,4.658642909989615,3,787.3106517882449
1118,İstanbul,Silivri,Büyük Çavuşlu Mah.,3202.0,3.278412041591692,1,10497.475357176598
1119,İstanbul,Çatalca,İnceğiz Mah.,200.0,1.279379809155898,2,255.8759618311796
1120,İstanbul,Sancaktepe,Yenidoğan Mah.,180.0,3.6449567212418743,3,656.0922098235375
1122,İstanbul,Şile,Karacaköy Mah.,694.0,5.105040249347409,1,3542.897933047102
1125,İstanbul,Ümraniye,Yukarı Dudullu Mah.,196.0,14.728600628691655,3,2886.8057232235647
1126,İstanbul,Büyükçekmece,Yenimahalle Mah.,464.0,6.221564058671476,3,2886.8057232235647
1127,İstanbul,Silivri,Selimpaşa Mah.,180.0,5.831930753987,3,1049.74753571766
1132,İstanbul,Arnavutköy,Boyalık Mah.,320.0,1.435201708988988,2,459.2645468764762
1134,İstanbul,Çatalca,Dağyenice Mah.,1556.0,1.1384633460948272,3,1771.4489665235512
1135,İstanbul,Şile,İmrenli Mah.,910.0,3.576063033763457,3,3254.217360724746
1137,İstanbul,Büyükçekmece,19 Mayıs Mah.,250.0,0.9710164705388354,3,242.75411763470885
1138,İstanbul,Beykoz,Mahmutşevketpaşa Mah.,1700.0,2.933118114505226,3,4986.300794658884
1139,İstanbul,Silivri,Kadıköy Mah.,3188.0,0.3580929877957827,0,1141.6004450929552
1140,İstanbul,Silivri,Sancaktepe Mah.,580.0,2.3755062769472906,3,1377.7936406294284
1141,İstanbul,Arnavutköy,Dursunköy Mah.,349.0,1.0527554083128394,3,367.41163750118096
1142,İstanbul,Arnavutköy,İslambey Mah.,170.0,14.588403253723362,3,2480.0285531329714
