,city,district,neighborhood,square_meter,gold_gr,type,total_gold
2244,İstanbul,Silivri,İsmetpaşa Mah.,497.0,0.5122007593793411,2,254.5637774115325
2245,İstanbul,Büyükçekmece,Celaliye Mah.,998.0,9.729623953294944,3,9710.164705388352
2249,İstanbul,Sarıyer,Kocataş Mah.,700.0,11.997114693916114,3,8397.98028574128
2250,İstanbul,Tuzla,Fatih Mah.,269.0,7.560913942204334,3,2033.885850452966
2251,İstanbul,Çatalca,Oklalı Mah.,2932.0,1.3426170733087397,2,3936.553258941224
2255,İstanbul,Beykoz,Mahmutşevketpaşa Mah.,800.0,3.280461049117687,3,2624.36883929415
2256,İstanbul,Şile,Çelebi Mah.,4466.0,1.7628989068254477,3,7873.106517882449
2257,İstanbul,Arnavutköy,Taşoluk Mah.,364.0,7.570294728733124,3,2755.5872812588573
2258,İstanbul,Silivri,Seymen Mah.,216.0,0.4373948065490249,2,94.4772782145894
2259,İstanbul,Arnavutköy,Adnan Menderes Mah.,161.0,2.0049525915104374,3,322.7973672331804
2261,İstanbul,Çatalca,Gökçeali Mah.,4486.0,1.3162795114605077,2,5904.829888411837
2263,İstanbul,Silivri,Sancaktepe Mah.,287.0,1.14301778714902,2,328.04610491176874
2266,İstanbul,Başakşehir,Başak Mah.,331.0,1.7046504545264116,2,564.2393004482423
2267,İstanbul,Silivri,Büyük Kılıçlı Mah.,344.0,0.5454720116556154,2,187.6423720095317
2268,İstanbul,Beykoz,Tokatköy Mah.,1300.0,4.037490521991,0,5248.7376785883
2270,İstanbul,Arnavutköy,Fatih Mah.,138.0,1.7685963916982317,2,244.06630205435596
2272,İstanbul,Şile,Ahmetli Mah.,1069.0,6.560922098235374,3,7013.625723013615
2273,İstanbul,Çatalca,Elbasan Mah.,241.0,1.470082129895063,0,354.2897933047102
2274,İstanbul,Silivri,Balaban Mah.,1640.0,3.3604722942181184,3,5511.174562517715
2275,İstanbul,Arnavutköy,Dursunköy Mah.,3617.0,0.7799824446340091,2,2821.196502241211
2276,İstanbul,Kağıthane,Gürsel Mah.,150.0,16.09612888100412,3,2414.419332150618
2278,İstanbul,Arnavutköy,Haraççı Mah.,169.0,6.0562357829865,3,1023.5038473247184
2281,İstanbul,Esenyurt,Akşemseddin Mah.,1266.0,9.01738108288274,1,11416.00445092955
2283,İstanbul,Beykoz,Örnekköy Mah.,1013.0,3.88603480645728,3,3936.5532589412246
2285,İstanbul,Silivri,Büyük Çavuşlu Mah.,3297.0,0.3064549600025015,2,1010.3820031282476
2286,İstanbul,Şile,Çavuş Mah.,160.0,3.77253020648534,0,603.6048330376544
2288,İstanbul,Çatalca,Ferhatpaşa Mah.,215.0,0.6530406181499395,2,140.403732902237
2289,İstanbul,Çatalca,Atatürk Mah.,500.0,0.9920114212531886,2,496.0057106265943
2290,İstanbul,Silivri,Fevzipaşa Mah.,200.0,0.3214851828135333,2,64.29703656270667
2291,İstanbul,Şile,Geredeli Mah.,1254.0,0.6696953975870239,2,839.798028574128
2293,İstanbul,Şile,Kurfallı Mah.,1140.0,0.4489051961950519,2,511.7519236623592
2294,İstanbul,Çatalca,Karacaköy Merkez Mah.,253.0,0.7261099555359307,2,183.70581875059048
2295,İstanbul,Sultanbeyli,Mimar Sinan Mah.,139.0,5.6169045301439535,1,780.7497296900095
2296,İstanbul,Arnavutköy,Tayakadın Mah.,872.0,1.655278511022686,0,1443.402861611782
2297,İstanbul,Çatalca,Gökçeali Mah.,4030.0,1.3024162974164517,2,5248.7376785883
2298,İstanbul,Avcılar,Yeşilkent Mah.,114.0,5.755192520935557,3,656.0919473866535
2299,İstanbul,Çatalca,Nakkaş Mah.,548.0,0.4788994232288595,2,262.436883929415
2301,İstanbul,Çatalca,Subaşı Mah.,455.0,1.0670510665261927,2,485.5082352694177
2303,İstanbul,Şile,Geredeli Mah.,74.0,5.496988785008017,0,406.7771700905933
2304,İstanbul,Silivri,Balaban Mah.,250.0,0.7873106517882449,3,196.8276629470612
2305,İstanbul,Büyükçekmece,Dizdariye Mah.,194.0,12.851290707883724,3,2493.1503973294425
2306,İstanbul,Arnavutköy,Yassıören Mah.,1000.0,0.9185290937529524,3,918.5290937529523
2308,İstanbul,Sultanbeyli,Mehmet Akif Mah.,760.0,6.647250020580577,1,5051.910015641239
2309,İstanbul,Arnavutköy,Haraççı Mah.,80.0,1.4762074721029592,2,118.09659776823672
2310,İstanbul,Silivri,Selimpaşa Mah.,1500.0,3.4991584523922,3,5248.7376785883
2311,İstanbul,Şile,Ahmetli Mah.,1000.0,5.2487376785883,3,5248.7376785883
2312,İstanbul,Şile,Alacalı Mah.,600.0,3.280461049117687,3,1968.2766294706123
2313,İstanbul,Şile,İmrenli Mah.,718.0,4.020620784433934,3,2886.8057232235647
2314,İstanbul,Silivri,Gümüşyaka Mah.,307.0,2.4363033198659045,3,747.9451191988327
2315,İstanbul,Silivri,Beyciler Mah.,408.0,0.5789048910207684,2,236.1931955364735
2316,İstanbul,Çatalca,Gökçeali Mah.,2198.0,0.9185290937529524,2,2018.9269480689893
2317,İstanbul,Arnavutköy,Boğazköy İstiklal Mah.,797.0,3.457449537338591,0,2755.587281258857
2318,İstanbul,Silivri,Akören Mah.,835.0,0.3928695867206811,2,328.04610491176874
2319,İstanbul,Silivri,Fener Mah.,271.0,0.6778812500021789,2,183.70581875059048
2320,İstanbul,Beykoz,Alibahadır Mah.,1920.0,3.1437751720711167,0,6036.048330376544
2321,İstanbul,Çatalca,Karacaköy Merkez Mah.,252.0,1.0934870163725623,2,275.5587281258857
2322,İstanbul,Şile,Kızılca Mah.,3248.0,2.6502246899275894,1,8607.92979288481
2324,İstanbul,Arnavutköy,Yeşilbayır Mah.,2570.0,0.9200608265385326,3,2364.556324204029
2326,İstanbul,Silivri,Gümüşyaka Mah.,370.0,0.4965022128394337,2,183.70581875059048
2327,İstanbul,Beykoz,Riva Mah.,817.0,5.219827862733162,3,4264.5993638529935
2329,İstanbul,Adalar,Maden Mah.,61.0,15.05785399595004,1,918.5290937529523
2330,İstanbul,Şile,İsaköy Mah.,593.0,0.8187322685824918,2,485.5082352694176
2331,İstanbul,Silivri,Büyük Çavuşlu Mah.,420.0,2.249459005109271,3,944.772782145894
2332,İstanbul,Şile,Geredeli Mah.,208.0,0.5362292099519296,2,111.53567567000135
2334,İstanbul,Silivri,Sancaktepe Mah.,592.0,1.3520819188931006,2,800.4324959847155
2337,İstanbul,Silivri,Mimar Sinan Mah.,450.0,2.6243688392941498,3,1180.965977682367
2338,İstanbul,Sultanbeyli,Mimar Sinan Mah.,200.0,3.083633386170626,3,616.7266772341252
2339,İstanbul,Tuzla,Aydınlı Mah.,41.0,0.8321169490444864,0,34.11679491082394
2341,İstanbul,Beykoz,Çiftlik Mah.,960.0,6.560922098235374,3,6298.485214305959
2342,İstanbul,Küçükçekmece,Yarımburgaz Mah.,617.0,7.443509673848886,3,4592.645468764763
2343,İstanbul,Çatalca,Atatürk Mah.,503.0,0.7826149620161481,2,393.6553258941225
2344,İstanbul,Arnavutköy,Yassıören Mah.,1500.0,1.1153567567000136,3,1673.0351350500202
2345,İstanbul,Arnavutköy,Sazlıbosna Mah.,280.0,1.3121844196470749,3,367.41163750118096
2346,İstanbul,Sultanbeyli,Abdurrahmangazi Mah.,147.0,3.213512864441816,3,472.3863910729469
2348,İstanbul,Çekmeköy,Koçullu Mah.,400.0,3.77253020648534,2,1509.012082594136
2349,İstanbul,Silivri,Hürriyet Mah.,3300.0,1.6700528977326408,3,5511.174562517715
2350,İstanbul,Silivri,Sancaktepe Mah.,504.0,2.343186463655491,3,1180.9659776823676
2351,İstanbul,Silivri,Kadıköy Mah.,324.0,0.6277425464361007,2,203.38858504529665
2352,İstanbul,Silivri,Yeni Mah.,240.0,0.6560922098235374,2,157.462130357649
2353,İstanbul,Silivri,Kadıköy Mah.,605.0,0.5205359681244595,2,314.924260715298
2354,İstanbul,Büyükçekmece,Güzelce Mah.,2146.0,5.136229787994142,3,11022.34912503543
2355,İstanbul,Silivri,Balaban Mah.,520.0,1.7664021033710622,0,918.5290937529523
2356,İstanbul,Avcılar,Firuzköy Mah.,354.0,2.6243688392941498,2,929.026569110129
2357,İstanbul,Arnavutköy,Çilingir Mah.,397.0,1.1568376495629125,2,459.2645468764762
2359,İstanbul,Arnavutköy,Çilingir Mah.,2500.0,2.3881756437576764,2,5970.439109394191
2360,İstanbul,Şile,Ovacık Mah.,1005.0,2.4154638570617792,3,2427.541176347088
2361,İstanbul,Çatalca,Yazlık Mah.,270.0,0.7921705940832341,0,213.8860604024732
2363,İstanbul,Şile,Meşrutiyet Mah.,2160.0,2.946340016337182,3,6364.094435288313
2364,İstanbul,Tuzla,Aydınlı Mah.,246.0,1.5468840719416734,3,380.53348169765167
2365,İstanbul,Büyükçekmece,Pınartepe Mah.,1000.0,4.461427026800054,1,4461.427026800055
2366,İstanbul,Beykoz,İshaklı Mah.,2234.0,3.1717976123966896,3,7085.795866094204
2367,İstanbul,Esenyurt,Zafer Mah.,615.0,14.50870577821156,1,8922.85405360011
2369,İstanbul,Beykoz,Baklacı Mah.,389.0,9.208903510633712,3,3582.263465636514
2370,İstanbul,Silivri,İsmetpaşa Mah.,2400.0,0.2405671436019637,2,577.3611446447129
2371,İstanbul,Şile,Balibey Mah.,500.0,10.4974753571766,3,5248.7376785883
2372,İstanbul,Üsküdar,Mehmet Akif Ersoy Mah.,150.0,9.001585118778934,3,1350.23776781684
2373,İstanbul,Arnavutköy,Yassıören Mah.,2000.0,1.4434028616117824,1,2886.8057232235647
2374,İstanbul,Çatalca,Dağyenice Mah.,740.0,0.0780217763033395,2,57.7361144644713
2375,İstanbul,Arnavutköy,Adnan Menderes Mah.,192.0,3.417146926164257,2,656.0922098235375
2377,İstanbul,Şile,İsaköy Mah.,990.0,1.5772721811919383,3,1561.499459380019
2379,İstanbul,Şile,Geredeli Mah.,1985.0,0.3305250427322607,0,656.0922098235375
2380,İstanbul,Sarıyer,Tarabya Mah.,300.0,2.405671436019637,1,721.7014308058912
2385,İstanbul,Şile,İsaköy Mah.,593.0,1.1063949575439078,2,656.0922098235374
2389,İstanbul,Şile,Ovacık Mah.,750.0,2.5368898779843447,3,1902.6674084882584
2390,İstanbul,Çatalca,Nakkaş Mah.,1453.0,0.9030863177199414,2,1312.184419647075
2391,İstanbul,Beykoz,Çengeldere Mah.,979.0,6.835690030847887,3,6692.140540200082
2392,İstanbul,Çatalca,Gökçeali Mah.,2328.0,0.9710164705388354,2,2260.526343414409
2393,İstanbul,Çekmeköy,Ekşioğlu Mah.,175.0,7.2732507831866435,3,1272.8188870576626
2395,İstanbul,Beykoz,Riva Mah.,442.0,7.124983274101765,3,3149.24260715298
2396,İstanbul,Büyükçekmece,Celaliye Mah.,4200.0,0.7623166628425863,2,3201.7299839388625
2397,İstanbul,Çatalca,Dağyenice Mah.,298.0,1.0920192485653508,2,325.4217360724745
2398,İstanbul,Arnavutköy,Yassıören Mah.,216.0,0.7654409114607936,2,165.33523687553142
2399,İstanbul,Çatalca,Nakkaş Mah.,1548.0,2.2886937551983864,2,3542.897933047102
2400,İstanbul,Arnavutköy,Balaban Mah.,570.0,0.851768833805996,2,485.5082352694177
2401,İstanbul,Fatih,Ayvansaray Mah.,253.0,6.477938103316983,3,1638.9183401391963
2403,İstanbul,Beylikdüzü,Gürpınar Mah.,594.0,8.17353931429996,3,4855.082352694177
2406,İstanbul,Silivri,Büyük Çavuşlu Mah.,454.0,1.791969912293362,3,813.5543401811864
2407,İstanbul,Şile,Çengilli Mah.,1050.0,0.3124248618207321,1,328.0461049117687
2408,İstanbul,Silivri,Mimar Sinan Mah.,215.0,4.02810100914916,3,866.0417169670694
2410,İstanbul,Silivri,Balaban Mah.,250.0,0.824051815538363,2,206.0129538845908
2411,İstanbul,Arnavutköy,Haraççı Mah.,250.0,1.2596970428611918,3,314.9242607152979
2412,İstanbul,Şile,İmrenli Mah.,750.0,1.6446044726243338,0,1233.4533544682504
2413,İstanbul,Beykoz,Çengeldere Mah.,1100.0,5.010158693197923,3,5511.174562517716
2414,İstanbul,Arnavutköy,Tayakadın Mah.,2582.0,2.5410232758463884,3,6560.922098235375
2415,İstanbul,Silivri,Yeni Mah.,353.0,0.5575854474420997,2,196.8276629470612
2416,İstanbul,Silivri,Selimpaşa Mah.,2800.0,3.4444841015735714,3,9644.555484406
2417,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mah.,395.0,9.26834058434263,3,3660.9945308153383
2418,İstanbul,Silivri,Gümüşyaka Mah.,300.0,2.6243688392941498,3,787.310651788245
2420,İstanbul,Çatalca,Nakkaş Mah.,350.0,0.52487376785883,2,183.7058187505905
2421,İstanbul,Çatalca,Celepköy Mah.,1072.0,0.5263426310151513,2,564.2393004482423
2422,İstanbul,Çatalca,Nakkaş Mah.,167.0,0.6128765552842624,2,102.35038473247182
2423,İstanbul,Silivri,Balaban Mah.,543.0,0.7612119561488556,2,413.3380921888286
2424,İstanbul,Ümraniye,İnkılap Mah.,68.0,9.455446553339216,3,642.9703656270666
2426,İstanbul,Çatalca,Nakkaş Mah.,4400.0,0.5487316663978677,2,2414.419332150618
2428,İstanbul,Sarıyer,Gümüşdere Mah.,891.0,4.344493869763042,3,3870.9440379588714
2431,İstanbul,Esenyurt,Piri Reis Mah.,61.0,2.5383239593172924,1,154.83776151835482
2432,İstanbul,Silivri,Çeltik Mah.,300.0,0.7654409114607936,2,229.6322734382381
2434,İstanbul,Şile,Karacaköy Mah.,1115.0,1.765270519704585,3,1968.2766294706123
2435,İstanbul,Silivri,İsmetpaşa Mah.,1407.0,0.5036102250244637,2,708.5795866094205
2436,İstanbul,Şile,Geredeli Mah.,1785.0,0.5726563937843537,2,1022.1916629050714
2439,İstanbul,Silivri,Yeni Mah.,937.0,0.4761394905869855,2,446.1427026800054
2440,İstanbul,Beykoz,Riva Mah.,491.0,7.215678071379028,3,3542.8979330471025
2441,İstanbul,Şile,Çavuş Mah.,160.0,2.9524149442059184,0,472.3863910729469
2445,İstanbul,Fatih,Hırka-i Şerif Mah.,92.0,14.120245385332652,3,1299.062575450604
2446,İstanbul,Arnavutköy,Fatih Mah.,215.0,2.8074643397100205,1,603.6048330376544
2448,İstanbul,Başakşehir,Şamlar Mah.,3930.0,1.0016674959137977,2,3936.5532589412246
2449,İstanbul,Arnavutköy,Dursunköy Mah.,161.0,2.640669266867405,2,425.1477519656523
2450,İstanbul,Arnavutköy,Anadolu Mah.,115.0,5.020531692562721,3,577.3611446447129
2451,İstanbul,Silivri,Büyük Çavuşlu Mah.,517.0,1.827413505117783,3,944.772782145894
2452,İstanbul,Silivri,Gümüşyaka Mah.,2400.0,0.262436883929415,2,629.848521430596
2453,İstanbul,Sancaktepe,Eyüp Sultan Mah.,310.0,12.275273603150056,3,3805.3348169765177
2454,İstanbul,Silivri,Sancaktepe Mah.,573.0,1.6488181189282618,3,944.772782145894
2455,İstanbul,Şile,Akçakese Mah.,1945.0,2.9684377616694757,0,5773.611446447129
2456,İstanbul,Arnavutköy,Dursunköy Mah.,167.0,1.0528904924114253,2,175.83271223270802
2457,İstanbul,Silivri,Mimar Sinan Mah.,385.0,1.0224813659587595,3,393.6553258941225
2458,İstanbul,Beykoz,Baklacı Mah.,1010.0,6.755800972440385,3,6823.358982164788
2459,İstanbul,Çatalca,Celepköy Mah.,600.0,0.7217014308058912,1,433.0208584835347
2462,İstanbul,Çatalca,Hisarbeyli Mah.,300.0,0.7435711711333425,2,223.07135134000276
2463,İstanbul,Şile,Bozgoca Mah.,600.0,2.493150397329442,3,1495.8902383976654
2465,İstanbul,Başakşehir,Şamlar Mah.,3930.0,1.0016674959137977,2,3936.5532589412246
2466,İstanbul,Şile,Ağaçdere Mah.,1795.0,1.2427373333704888,3,2230.7135134000278
2467,İstanbul,Arnavutköy,Dursunköy Mah.,63.0,2.5827121910513853,2,162.7108680362373
2469,İstanbul,Silivri,Sancaktepe Mah.,573.0,0.6183067945980981,2,354.2897933047102
2470,İstanbul,Beykoz,Gümüşsuyu Mah.,168.0,16.402305245588437,3,2755.5872812588573
2471,İstanbul,Silivri,Balaban Mah.,400.0,2.6243688392941498,3,1049.74753571766
2472,İstanbul,Şile,Çelebi Mah.,1296.0,0.3341210327805051,0,433.02085848353465
2473,İstanbul,Şile,Akçakese Mah.,1915.0,3.0149407031055504,3,5773.611446447129
2474,İstanbul,Çatalca,Kalfa Mah.,4518.0,0.4734087215636857,2,2138.8606040247323
2476,İstanbul,Beykoz,Kavacık Mah.,352.0,13.420067928208722,3,4723.86391072947
2477,İstanbul,Çatalca,Elbasan Mah.,500.0,2.3619319553647347,2,1180.965977682367
2478,İstanbul,Silivri,Selimpaşa Mah.,2689.0,3.9038584444687983,3,10497.475357176598
2479,İstanbul,Şile,Balibey Mah.,521.0,10.955858398204944,3,5708.002225464776
2481,İstanbul,Şile,Karakiraz Mah.,113.0,2.55469533028634,3,288.68057232235645
2484,İstanbul,Silivri,Fener Mah.,269.0,0.6585312143210227,2,177.1448966523551
2485,İstanbul,Beykoz,Baklacı Mah.,430.0,5.798024179835912,3,2493.150397329442
2487,İstanbul,Çatalca,Hisarbeyli Mah.,350.0,1.1247295025546356,2,393.6553258941224
2488,İstanbul,Çatalca,Ferhatpaşa Mah.,4280.0,0.6101044381069344,2,2611.2469950976792
2490,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mah.,400.0,5.183128457605946,3,2073.2513830423786
2491,İstanbul,Şile,Şuayipli Mah.,500.0,2.493150397329442,3,1246.575198664721
2492,İstanbul,Beykoz,Mahmutşevketpaşa Mah.,1650.0,1.7495792261960998,0,2886.8057232235647
2493,İstanbul,Arnavutköy,Yassıören Mah.,650.0,3.2299924175928,2,2099.49507143532
2497,İstanbul,Şile,Bucaklı Mah.,557.0,1.2721357030689775,1,708.5795866094205
2498,İstanbul,Sultanbeyli,Adil Mah.,424.0,10.21275609630978,3,4330.208584835347
2499,İstanbul,Tuzla,Akfırat Mah.,477.0,1.1828916151954765,2,564.2393004482421
2500,İstanbul,Silivri,İsmetpaşa Mah.,230.0,0.6846179580767346,2,157.46213035764896
2501,İstanbul,Şile,Geredeli Mah.,1815.0,0.3542536449735904,2,642.9703656270667
2502,İstanbul,Şile,Şuayipli Mah.,400.0,0.7217014308058912,2,288.6805723223565
2503,İstanbul,Çatalca,Ferhatpaşa Mah.,4060.0,0.6011485272274776,2,2440.663020543559
2505,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mah.,363.0,5.711436316921152,3,2073.251383042378
2508,İstanbul,Silivri,Büyük Kılıçlı Mah.,3624.0,0.1991449864254666,2,721.7014308058913
2509,İstanbul,Silivri,İsmetpaşa Mah.,230.0,0.6846179580767346,2,157.46213035764896
2511,İstanbul,Çatalca,Kestanelik Mah.,515.0,0.6624620371033777,2,341.1679491082395
2512,İstanbul,Arnavutköy,Terkos Mah.,3000.0,3.5647676733745537,3,10694.303020123662
2513,İstanbul,Beylikdüzü,Dereağzı Mah.,880.0,6.710033964104361,3,5904.829888411838
2514,İstanbul,Büyükçekmece,Celaliye Mah.,1617.0,4.138615052690217,2,6692.140540200081
2515,İstanbul,Silivri,Balaban Mah.,1408.0,1.2674508598863792,1,1784.570810720022
2516,İstanbul,Çatalca,Ovayenice Mah.,750.0,1.0147559511937378,2,761.0669633953033
2517,İstanbul,Beylikdüzü,Kavaklı Mah.,544.0,7.959942251535564,3,4330.208584835346
2518,İstanbul,Silivri,Akören Mah.,414.0,0.8557724475959184,2,354.2897933047102
2519,İstanbul,Silivri,Gazitepe Mah.,501.0,1.0738435370365282,2,537.9956120553006
2520,İstanbul,Silivri,İsmetpaşa Mah.,230.0,0.513463468557551,2,118.09659776823672
2521,İstanbul,Ümraniye,Yenişehir Mah.,310.0,10.582132416508667,3,3280.461049117687
2522,İstanbul,Arnavutköy,Hadımköy Mah.,445.0,9.28849645368154,3,4133.380921888285
2524,İstanbul,Beykoz,Mahmutşevketpaşa Mah.,3573.0,2.754375356102172,0,9841.38314735306
2526,İstanbul,Sarıyer,Yeniköy Mah.,218.0,2.407677834214816,1,524.8737678588299
2527,İstanbul,Beykoz,Polonezköy Mah.,3830.0,1.9185986292489867,3,7348.232750023619
2528,İstanbul,Şile,Şuayipli Mah.,1183.0,1.0981086859261235,2,1299.062575450604
2529,İstanbul,Arnavutköy,Çilingir Mah.,250.0,1.2596970428611918,2,314.9242607152979
2531,İstanbul,Silivri,Balaban Mah.,154.0,2.726616975890026,2,419.899014287064
2532,İstanbul,Arnavutköy,Fatih Mah.,175.0,2.084498678067925,3,364.78726866188686
2533,İstanbul,Şile,Ahmetli Mah.,423.0,4.963345322542128,3,2099.49507143532
2534,İstanbul,Büyükçekmece,Karaağaç Mah.,404.0,1.7539098678451,1,708.5795866094204
2535,İstanbul,Çatalca,Nakkaş Mah.,700.0,0.2886805723223564,2,202.0764006256495
2536,İstanbul,Başakşehir,Bahçeşehir 2. Kısım Mah.,372.0,4.585590713820423,2,1705.839745541197
2540,İstanbul,Silivri,Akören Mah.,1800.0,0.2914507394305003,2,524.6113309749006
2541,İstanbul,Arnavutköy,Dursunköy Mah.,75.0,0.6998316904784398,2,52.48737678588299
2542,İstanbul,Çatalca,Kestanelik Mah.,1848.0,1.9739570815037168,2,3647.872686618868
2543,İstanbul,Arnavutköy,Haraççı Mah.,250.0,1.4696465500047238,2,367.41163750118096
2544,İstanbul,Silivri,Balaban Mah.,252.0,1.197628636979473,3,301.8024165188272
2546,İstanbul,Arnavutköy,Yavuz Selim Mah.,203.0,5.429728633022378,3,1102.2349125035428
2547,İstanbul,Şile,Ahmetli Mah.,854.0,5.22415342716634,3,4461.427026800055
2553,İstanbul,Silivri,Büyük Çavuşlu Mah.,233.0,1.0700216297551255,2,249.31503973294423
2554,İstanbul,Şile,Ağva Merkez Mah.,983.0,5.037827059764049,3,4952.18399974806
2555,İstanbul,Şile,Şuayipli Mah.,2991.0,0.7194859405620873,2,2151.982448221203
2556,İstanbul,Sancaktepe,Fatih Mah.,147.0,7.141139698759591,3,1049.74753571766
2557,İstanbul,Silivri,Alipaşa Mah.,420.0,3.0617636458431745,3,1285.9407312541332
2558,İstanbul,Tuzla,Tepeören Mah.,720.0,1.129936583584981,2,813.5543401811864
2559,İstanbul,Şile,Alacalı Mah.,435.0,2.3830475667153777,2,1036.6256915211893
2560,İstanbul,Sultanbeyli,Yavuz Selim Mah.,175.0,5.2487376785883,0,918.5290937529523
2561,İstanbul,Şile,İsaköy Mah.,425.0,1.1578097820415367,3,492.06915736765313
2563,İstanbul,Silivri,Kavaklı Mah.,453.0,3.765650652408824,3,1705.839745541197
2564,İstanbul,Çatalca,Çiftlikköy Mah.,349.0,1.691928334788492,3,590.4829888411837
2566,İstanbul,Arnavutköy,Adnan Menderes Mah.,45.0,1.6912599186562298,2,76.10669633953034
2567,İstanbul,Çatalca,Celepköy Mah.,2200.0,1.0437830610829004,2,2296.322734382381
2568,İstanbul,Silivri,Alipaşa Mah.,300.0,0.6560922098235374,2,196.82766294706124
2569,İstanbul,Şile,Geredeli Mah.,660.0,0.695855374055267,2,459.2645468764762
2571,İstanbul,Çatalca,Atatürk Mah.,985.0,0.6660834617497842,2,656.0922098235374
2572,İstanbul,Arnavutköy,Yeşilbayır Mah.,1000.0,0.6298485214305959,2,629.8485214305958
2574,İstanbul,Çatalca,Subaşı Mah.,2748.0,0.8595094451836734,2,2361.9319553647347
2575,İstanbul,Küçükçekmece,Kartaltepe Mah.,240.0,10.934870163725623,3,2624.368839294149
2576,İstanbul,Sultanbeyli,Hamidiye Mah.,170.0,4.939988403377223,3,839.7980285741279
2578,İstanbul,Silivri,Fener Mah.,3183.0,0.4184314124856365,2,1331.8671859417811
2579,İstanbul,Fatih,Ayvansaray Mah.,76.0,16.402305245588437,3,1246.5751986647213
2580,İstanbul,Şile,Sahilköy Mah.,873.0,1.9539974175729635,0,1705.839745541197
2582,İstanbul,Pendik,Velibaba Mah.,619.0,12.719073534543536,3,7873.106517882449
2583,İstanbul,Çatalca,Hisarbeyli Mah.,1344.0,0.8397980285741279,2,1128.688550403628
2584,İstanbul,Silivri,Balaban Mah.,1015.0,1.9650446481414323,3,1994.5203178635536
2585,İstanbul,Arnavutköy,Ömerli Mah.,823.0,1.339289079591182,1,1102.2349125035428
2586,İstanbul,Silivri,İsmetpaşa Mah.,253.0,0.6534989599823378,2,165.33523687553145
2588,İstanbul,Silivri,Gümüşyaka Mah.,300.0,0.7785627556572644,2,233.56882669717933
2589,İstanbul,Tuzla,Orhanlı Mah.,256.0,4.356862330859428,1,1115.3567567000136
2590,İstanbul,Büyükçekmece,Güzelce Mah.,198.0,0.8615352250208067,2,170.58397455411972
2591,İstanbul,Avcılar,Firuzköy Mah.,220.0,9.483514669267496,3,2086.3732272388493
2592,İstanbul,Büyükçekmece,Kumburgaz Mah.,262.0,5.509171227525887,3,1443.4028616117826
2593,İstanbul,Çatalca,Subaşı Mah.,910.0,1.1535687205688572,2,1049.74753571766
2594,İstanbul,Çatalca,Yalıköy Mah.,800.0,3.936553258941224,3,3149.2426071529794
2595,İstanbul,Arnavutköy,Taşoluk Mah.,167.0,5.893043800810216,3,984.138314735306
2596,İstanbul,Silivri,Gümüşyaka Mah.,300.0,2.3181924747098326,3,695.4577424129498
2597,İstanbul,Çatalca,Atatürk Mah.,1451.0,0.5697285901982475,2,826.6761843776571
2598,İstanbul,Beykoz,Baklacı Mah.,1607.0,6.0424173648963,0,9710.164705388355
2599,İstanbul,Arnavutköy,Bolluca Mah.,161.0,11.817809990610302,3,1902.6674084882584
2600,İstanbul,Çatalca,İzzettin Mah.,791.0,1.0616915658332844,2,839.7980285741279
2601,İstanbul,Arnavutköy,Fatih Mah.,414.0,4.056995307121391,3,1679.596057148256
2602,İstanbul,Pendik,Kurtdoğmuş Mah.,4046.0,0.6710107672391987,2,2714.909564249798
2603,İstanbul,Fatih,Ayvansaray Mah.,76.0,13.63981173054196,3,1036.625691521189
2604,İstanbul,Sultangazi,Yayla Mah.,255.0,3.6020748774625586,1,918.5290937529523
2607,İstanbul,Şile,Hasanlı Mah.,1000.0,1.889545564291788,3,1889.545564291788
2608,İstanbul,Silivri,İsmetpaşa Mah.,225.0,0.7581509980183099,2,170.58397455411972
2611,İstanbul,Üsküdar,Yavuztürk Mah.,238.0,16.540139743450524,3,3936.5532589412246
2612,İstanbul,Büyükçekmece,Hürriyet Mah.,801.0,8.190913980318818,3,6560.922098235374
2613,İstanbul,Silivri,Gümüşyaka Mah.,500.0,0.6560922098235374,0,328.04610491176874
2614,İstanbul,Çatalca,Kabakça Mah.,615.0,0.9183157304326846,2,564.764174216101
2615,İstanbul,Silivri,İsmetpaşa Mah.,1500.0,0.6123527291686349,2,918.5290937529523
2616,İstanbul,Sarıyer,Sarıyer Merkez Mah.,200.0,4.855082352694177,1,971.0164705388356
2617,İstanbul,Beykoz,Gümüşsuyu Mah.,300.0,8.310501324431474,3,2493.150397329442
2618,İstanbul,Beylikdüzü,Dereağzı Mah.,651.0,8.86883478716917,1,5773.61144644713
2619,İstanbul,Şile,Karacaköy Mah.,724.0,2.718614129103056,3,1968.2766294706123
2620,İstanbul,Çatalca,Celepköy Mah.,177.0,0.5856642324978469,1,103.6625691521189
2621,İstanbul,Silivri,Hürriyet Mah.,1000.0,2.165104292417673,3,2165.1042924176736
2622,İstanbul,Arnavutköy,Yeniköy Mah.,693.0,1.0982207264001491,3,761.0669633953033
2623,İstanbul,Arnavutköy,Tayakadın Mah.,130.0,1.4131216826968498,3,183.70581875059048
2624,İstanbul,Silivri,Alipaşa Mah.,360.0,4.37394806549025,3,1574.62130357649
2625,İstanbul,Şişli,Eskişehir Mah.,112.0,8.78694923870809,3,984.138314735306
